"source_path"	"section_line"	"section_heading"	"target_article"	"coverage_status"	"notes"
"课程记录/数据结构和算法/02-渐进分析与分治.md"	"303"	"二、 重点术语与概念解析"	"知识库/16_编程与数据结构/算法设计、树、图与空间划分.md"	"已覆盖"	"复杂度与分治"
"课程记录/数据结构和算法/02-渐进分析与分治.md"	"319"	"三、 工程经验与避坑指南"	"知识库/16_编程与数据结构/算法设计、树、图与空间划分.md"	"已覆盖"	"复杂度与分治"
"课程记录/数据结构和算法/03-排序、线性结构、树图与散列.md"	"3"	"一、 核心知识点与原理剖析"	"知识库/16_编程与数据结构/算法设计、树、图与空间划分.md"	"已覆盖"	"数据结构"
"课程记录/数据结构和算法/03-排序、线性结构、树图与散列.md"	"145"	"二、 重点术语与概念解析"	"知识库/16_编程与数据结构/算法设计、树、图与空间划分.md"	"已覆盖"	"数据结构"
"课程记录/数据结构和算法/03-排序、线性结构、树图与散列.md"	"162"	"三、 工程经验与避坑指南"	"知识库/16_编程与数据结构/算法设计、树、图与空间划分.md"	"已覆盖"	"数据结构"
"课程记录/数据结构和算法/04-动态规划与贪心.md"	"3"	"一、 核心知识点与原理剖析"	"知识库/16_编程与数据结构/算法设计、树、图与空间划分.md"	"已覆盖"	"算法设计"
"课程记录/数据结构和算法/04-动态规划与贪心.md"	"255"	"二、 重点术语与概念解析"	"知识库/16_编程与数据结构/算法设计、树、图与空间划分.md"	"已覆盖"	"算法设计"
"课程记录/数据结构和算法/04-动态规划与贪心.md"	"274"	"三、 工程经验与避坑指南"	"知识库/16_编程与数据结构/算法设计、树、图与空间划分.md"	"已覆盖"	"算法设计"
"课程记录/数据结构和算法/05-图遍历与拓扑排序.md"	"3"	"一、 核心知识点与原理剖析"	"知识库/16_编程与数据结构/算法设计、树、图与空间划分.md"	"已覆盖"	"图算法"
"课程记录/数据结构和算法/05-图遍历与拓扑排序.md"	"162"	"二、 重点术语与概念解析"	"知识库/16_编程与数据结构/算法设计、树、图与空间划分.md"	"已覆盖"	"图算法"
"课程记录/数据结构和算法/05-图遍历与拓扑排序.md"	"183"	"三、 工程经验与避坑指南"	"知识库/16_编程与数据结构/算法设计、树、图与空间划分.md"	"已覆盖"	"图算法"
"课程记录/数据结构和算法/06-进阶图算法与最短路径.md"	"3"	"一、 核心知识点与原理剖析"	"知识库/16_编程与数据结构/算法设计、树、图与空间划分.md"	"已覆盖"	"最短路径"
"课程记录/数据结构和算法/06-进阶图算法与最短路径.md"	"194"	"二、 重点术语与概念解析"	"知识库/16_编程与数据结构/算法设计、树、图与空间划分.md"	"已覆盖"	"最短路径"
"课程记录/数据结构和算法/06-进阶图算法与最短路径.md"	"205"	"三、 工程经验与避坑指南"	"知识库/16_编程与数据结构/算法设计、树、图与空间划分.md"	"已覆盖"	"最短路径"
"课程记录/数据结构和算法/07-BST、LCS、A星与KMP.md"	"3"	"一、 核心知识点与原理剖析"	"知识库/16_编程与数据结构/算法设计、树、图与空间划分.md"	"已覆盖"	"综合算法"
"课程记录/数据结构和算法/07-BST、LCS、A星与KMP.md"	"234"	"二、 重点术语与概念解析"	"知识库/16_编程与数据结构/算法设计、树、图与空间划分.md"	"已覆盖"	"综合算法"
"课程记录/数据结构和算法/07-BST、LCS、A星与KMP.md"	"246"	"三、 工程经验与避坑指南"	"知识库/16_编程与数据结构/算法设计、树、图与空间划分.md"	"已覆盖"	"综合算法"
"课程记录/数据结构和算法/08-游戏开发算法练习.md"	"7"	"目录"	"知识库/16_编程与数据结构/算法设计、树、图与空间划分.md；知识库/01_数学与采样/向量、矩阵与空间变换.md"	"已覆盖"	"游戏开发算法练习"
"课程记录/数据结构和算法/08-游戏开发算法练习.md"	"37"	"公共基础代码"	"知识库/16_编程与数据结构/算法设计、树、图与空间划分.md；知识库/01_数学与采样/向量、矩阵与空间变换.md"	"已覆盖"	"游戏开发算法练习"
"课程记录/数据结构和算法/08-游戏开发算法练习.md"	"112"	"代码"	"知识库/16_编程与数据结构/算法设计、树、图与空间划分.md；知识库/01_数学与采样/向量、矩阵与空间变换.md"	"已覆盖"	"游戏开发算法练习"
"课程记录/数据结构和算法/08-游戏开发算法练习.md"	"147"	"代码"	"知识库/16_编程与数据结构/算法设计、树、图与空间划分.md；知识库/01_数学与采样/向量、矩阵与空间变换.md"	"已覆盖"	"游戏开发算法练习"
"课程记录/数据结构和算法/08-游戏开发算法练习.md"	"178"	"代码"	"知识库/16_编程与数据结构/算法设计、树、图与空间划分.md；知识库/01_数学与采样/向量、矩阵与空间变换.md"	"已覆盖"	"游戏开发算法练习"
"课程记录/数据结构和算法/08-游戏开发算法练习.md"	"203"	"代码"	"知识库/16_编程与数据结构/算法设计、树、图与空间划分.md；知识库/01_数学与采样/向量、矩阵与空间变换.md"	"已覆盖"	"游戏开发算法练习"
"课程记录/数据结构和算法/08-游戏开发算法练习.md"	"226"	"代码"	"知识库/16_编程与数据结构/算法设计、树、图与空间划分.md；知识库/01_数学与采样/向量、矩阵与空间变换.md"	"已覆盖"	"游戏开发算法练习"
"课程记录/数据结构和算法/08-游戏开发算法练习.md"	"245"	"代码"	"知识库/16_编程与数据结构/算法设计、树、图与空间划分.md；知识库/01_数学与采样/向量、矩阵与空间变换.md"	"已覆盖"	"游戏开发算法练习"
"课程记录/数据结构和算法/08-游戏开发算法练习.md"	"264"	"代码"	"知识库/16_编程与数据结构/算法设计、树、图与空间划分.md；知识库/01_数学与采样/向量、矩阵与空间变换.md"	"已覆盖"	"游戏开发算法练习"
"课程记录/数据结构和算法/08-游戏开发算法练习.md"	"289"	"代码"	"知识库/16_编程与数据结构/算法设计、树、图与空间划分.md；知识库/01_数学与采样/向量、矩阵与空间变换.md"	"已覆盖"	"游戏开发算法练习"
"课程记录/数据结构和算法/08-游戏开发算法练习.md"	"336"	"代码"	"知识库/16_编程与数据结构/算法设计、树、图与空间划分.md；知识库/01_数学与采样/向量、矩阵与空间变换.md"	"已覆盖"	"游戏开发算法练习"
"课程记录/数据结构和算法/08-游戏开发算法练习.md"	"373"	"代码"	"知识库/16_编程与数据结构/算法设计、树、图与空间划分.md；知识库/01_数学与采样/向量、矩阵与空间变换.md"	"已覆盖"	"游戏开发算法练习"
"课程记录/数据结构和算法/08-游戏开发算法练习.md"	"420"	"代码"	"知识库/16_编程与数据结构/算法设计、树、图与空间划分.md；知识库/01_数学与采样/向量、矩阵与空间变换.md"	"已覆盖"	"游戏开发算法练习"
"课程记录/数据结构和算法/08-游戏开发算法练习.md"	"436"	"代码"	"知识库/16_编程与数据结构/算法设计、树、图与空间划分.md；知识库/01_数学与采样/向量、矩阵与空间变换.md"	"已覆盖"	"游戏开发算法练习"
"课程记录/数据结构和算法/08-游戏开发算法练习.md"	"462"	"代码"	"知识库/16_编程与数据结构/算法设计、树、图与空间划分.md；知识库/01_数学与采样/向量、矩阵与空间变换.md"	"已覆盖"	"游戏开发算法练习"
"课程记录/数据结构和算法/08-游戏开发算法练习.md"	"479"	"代码"	"知识库/16_编程与数据结构/算法设计、树、图与空间划分.md；知识库/01_数学与采样/向量、矩阵与空间变换.md"	"已覆盖"	"游戏开发算法练习"
"课程记录/数据结构和算法/08-游戏开发算法练习.md"	"500"	"代码"	"知识库/16_编程与数据结构/算法设计、树、图与空间划分.md；知识库/01_数学与采样/向量、矩阵与空间变换.md"	"已覆盖"	"游戏开发算法练习"
"课程记录/数据结构和算法/08-游戏开发算法练习.md"	"526"	"代码"	"知识库/16_编程与数据结构/算法设计、树、图与空间划分.md；知识库/01_数学与采样/向量、矩阵与空间变换.md"	"已覆盖"	"游戏开发算法练习"
"课程记录/数据结构和算法/08-游戏开发算法练习.md"	"557"	"代码"	"知识库/16_编程与数据结构/算法设计、树、图与空间划分.md；知识库/01_数学与采样/向量、矩阵与空间变换.md"	"已覆盖"	"游戏开发算法练习"
"课程记录/数据结构和算法/08-游戏开发算法练习.md"	"580"	"代码"	"知识库/16_编程与数据结构/算法设计、树、图与空间划分.md；知识库/01_数学与采样/向量、矩阵与空间变换.md"	"已覆盖"	"游戏开发算法练习"
"课程记录/数据结构和算法/08-游戏开发算法练习.md"	"615"	"代码"	"知识库/16_编程与数据结构/算法设计、树、图与空间划分.md；知识库/01_数学与采样/向量、矩阵与空间变换.md"	"已覆盖"	"游戏开发算法练习"
"课程记录/数据结构和算法/08-游戏开发算法练习.md"	"641"	"代码"	"知识库/16_编程与数据结构/算法设计、树、图与空间划分.md；知识库/01_数学与采样/向量、矩阵与空间变换.md"	"已覆盖"	"游戏开发算法练习"
"课程记录/数据结构和算法/08-游戏开发算法练习.md"	"674"	"代码"	"知识库/16_编程与数据结构/算法设计、树、图与空间划分.md；知识库/01_数学与采样/向量、矩阵与空间变换.md"	"已覆盖"	"游戏开发算法练习"
"课程记录/数据结构和算法/08-游戏开发算法练习.md"	"694"	"代码"	"知识库/16_编程与数据结构/算法设计、树、图与空间划分.md；知识库/01_数学与采样/向量、矩阵与空间变换.md"	"已覆盖"	"游戏开发算法练习"
"课程记录/数据结构和算法/08-游戏开发算法练习.md"	"718"	"代码"	"知识库/16_编程与数据结构/算法设计、树、图与空间划分.md；知识库/01_数学与采样/向量、矩阵与空间变换.md"	"已覆盖"	"游戏开发算法练习"
"课程记录/数据结构和算法/08-游戏开发算法练习.md"	"759"	"代码"	"知识库/16_编程与数据结构/算法设计、树、图与空间划分.md；知识库/01_数学与采样/向量、矩阵与空间变换.md"	"已覆盖"	"游戏开发算法练习"
"课程记录/数据结构和算法/08-游戏开发算法练习.md"	"779"	"代码"	"知识库/16_编程与数据结构/算法设计、树、图与空间划分.md；知识库/01_数学与采样/向量、矩阵与空间变换.md"	"已覆盖"	"游戏开发算法练习"
"课程记录/图形工程/01-Windows、Win32与COM基础.md"	"3"	"一、 核心知识点与原理剖析"	"知识库/13_引擎架构与资源系统/引擎分层、世界与对象模型.md；知识库/16_编程与数据结构/C++、CSharp与Python工程基础.md；知识库/16_编程与数据结构/操作系统、进程与并发基础.md"	"已覆盖"	"平台、系统调用与组件模型"
"课程记录/图形工程/01-Windows、Win32与COM基础.md"	"105"	"二、 重点术语与概念解析"	"知识库/13_引擎架构与资源系统/引擎分层、世界与对象模型.md；知识库/16_编程与数据结构/C++、CSharp与Python工程基础.md；知识库/16_编程与数据结构/操作系统、进程与并发基础.md"	"已覆盖"	"平台、系统调用与组件模型"
"课程记录/图形工程/01-Windows、Win32与COM基础.md"	"115"	"三、 工程经验与避坑指南"	"知识库/13_引擎架构与资源系统/引擎分层、世界与对象模型.md；知识库/16_编程与数据结构/C++、CSharp与Python工程基础.md；知识库/16_编程与数据结构/操作系统、进程与并发基础.md"	"已覆盖"	"平台、系统调用与组件模型"
"课程记录/图形工程/02-Direct3D11渲染基础.md"	"3"	"一、 核心知识点与原理剖析"	"知识库/02_GPU与光栅化管线/一帧如何到达屏幕.md；知识库/13_引擎架构与资源系统/Render Pass、Command Buffer与Render Graph.md"	"已覆盖"	"D3D11 管线"
"课程记录/图形工程/02-Direct3D11渲染基础.md"	"85"	"二、 重点术语与概念解析"	"知识库/02_GPU与光栅化管线/一帧如何到达屏幕.md；知识库/13_引擎架构与资源系统/Render Pass、Command Buffer与Render Graph.md"	"已覆盖"	"D3D11 管线"
"课程记录/图形工程/02-Direct3D11渲染基础.md"	"95"	"三、 工程经验与避坑指南"	"知识库/02_GPU与光栅化管线/一帧如何到达屏幕.md；知识库/13_引擎架构与资源系统/Render Pass、Command Buffer与Render Graph.md"	"已覆盖"	"D3D11 管线"
"课程记录/图形工程/03-HLSL与图形管线.md"	"3"	"一、 核心知识点与原理剖析"	"知识库/03_Shader编程/Shader语言与数据流.md；知识库/02_GPU与光栅化管线/一帧如何到达屏幕.md"	"已覆盖"	"HLSL 与管线"
"课程记录/图形工程/03-HLSL与图形管线.md"	"136"	"二、 重点术语与概念解析"	"知识库/03_Shader编程/Shader语言与数据流.md；知识库/02_GPU与光栅化管线/一帧如何到达屏幕.md"	"已覆盖"	"HLSL 与管线"
"课程记录/图形工程/03-HLSL与图形管线.md"	"151"	"三、 工程经验与避坑指南"	"知识库/03_Shader编程/Shader语言与数据流.md；知识库/02_GPU与光栅化管线/一帧如何到达屏幕.md"	"已覆盖"	"HLSL 与管线"
"课程记录/图形工程/04-实时渲染与TA基础.md"	"3"	"一、 核心知识点与原理剖析"	"知识库/02_GPU与光栅化管线/一帧如何到达屏幕.md；知识库/14_性能分析与优化/帧时间、瓶颈与GPU成本.md"	"已覆盖"	"实时渲染基础"
"课程记录/图形工程/04-实时渲染与TA基础.md"	"104"	"二、 重点术语与概念解析"	"知识库/02_GPU与光栅化管线/一帧如何到达屏幕.md；知识库/14_性能分析与优化/帧时间、瓶颈与GPU成本.md"	"已覆盖"	"实时渲染基础"
"课程记录/图形工程/04-实时渲染与TA基础.md"	"125"	"三、 工程经验与避坑指南"	"知识库/02_GPU与光栅化管线/一帧如何到达屏幕.md；知识库/14_性能分析与优化/帧时间、瓶颈与GPU成本.md"	"已覆盖"	"实时渲染基础"
"课程记录/图形工程/05-前向渲染与内存对齐.md"	"3"	"一、 核心知识点与原理剖析"	"知识库/13_引擎架构与资源系统/Forward、Deferred与Clustered渲染.md；知识库/16_编程与数据结构/内存、对象生命周期与对象池.md"	"已覆盖"	"前向渲染与布局"
"课程记录/图形工程/05-前向渲染与内存对齐.md"	"71"	"二、 重点术语与概念解析"	"知识库/13_引擎架构与资源系统/Forward、Deferred与Clustered渲染.md；知识库/16_编程与数据结构/内存、对象生命周期与对象池.md"	"已覆盖"	"前向渲染与布局"
"课程记录/图形工程/05-前向渲染与内存对齐.md"	"83"	"三、 工程经验与避坑指南"	"知识库/13_引擎架构与资源系统/Forward、Deferred与Clustered渲染.md；知识库/16_编程与数据结构/内存、对象生命周期与对象池.md"	"已覆盖"	"前向渲染与布局"
"课程记录/图形工程/06-Pass、Material与ShaderLab.md"	"3"	"一、 核心知识点与原理剖析"	"知识库/13_引擎架构与资源系统/Render Pass、Command Buffer与Render Graph.md；知识库/03_Shader编程/Shader编译、关键字与变体.md"	"已覆盖"	"材质与 Pass"
"课程记录/图形工程/06-Pass、Material与ShaderLab.md"	"68"	"二、 重点术语与概念解析"	"知识库/13_引擎架构与资源系统/Render Pass、Command Buffer与Render Graph.md；知识库/03_Shader编程/Shader编译、关键字与变体.md"	"已覆盖"	"材质与 Pass"
"课程记录/图形工程/06-Pass、Material与ShaderLab.md"	"76"	"三、 工程经验与避坑指南"	"知识库/13_引擎架构与资源系统/Render Pass、Command Buffer与Render Graph.md；知识库/03_Shader编程/Shader编译、关键字与变体.md"	"已覆盖"	"材质与 Pass"
"课程记录/图形工程/06-Pass、Material与ShaderLab.md"	"92"	"四、 课后作业与规划"	"知识库/13_引擎架构与资源系统/Render Pass、Command Buffer与Render Graph.md；知识库/03_Shader编程/Shader编译、关键字与变体.md"	"已覆盖"	"材质与 Pass"
"课程记录/图形工程/07-PBR与光照传播.md"	"3"	"一、 核心知识点与原理剖析"	"知识库/04_光照模型与PBR/经典光照、BRDF与微表面模型.md；知识库/04_光照模型与PBR/PBR材质与能量守恒.md"	"已覆盖"	"PBR"
"课程记录/图形工程/07-PBR与光照传播.md"	"56"	"二、 重点术语与概念解析"	"知识库/04_光照模型与PBR/经典光照、BRDF与微表面模型.md；知识库/04_光照模型与PBR/PBR材质与能量守恒.md"	"已覆盖"	"PBR"
"课程记录/图形工程/07-PBR与光照传播.md"	"67"	"三、 工程经验与避坑指南"	"知识库/04_光照模型与PBR/经典光照、BRDF与微表面模型.md；知识库/04_光照模型与PBR/PBR材质与能量守恒.md"	"已覆盖"	"PBR"
"课程记录/图形工程/08-Unity光照与渲染管线.md"	"3"	"一、 核心知识点与原理剖析"	"知识库/05_光照阴影与GI/烘焙光照、Probe与实时GI.md；知识库/13_引擎架构与资源系统/Unity与Unreal渲染扩展入口.md"	"已覆盖"	"Unity 光照"
"课程记录/图形工程/08-Unity光照与渲染管线.md"	"86"	"二、 重点术语与概念解析"	"知识库/05_光照阴影与GI/烘焙光照、Probe与实时GI.md；知识库/13_引擎架构与资源系统/Unity与Unreal渲染扩展入口.md"	"已覆盖"	"Unity 光照"
"课程记录/图形工程/08-Unity光照与渲染管线.md"	"95"	"三、 工程经验与避坑指南"	"知识库/05_光照阴影与GI/烘焙光照、Probe与实时GI.md；知识库/13_引擎架构与资源系统/Unity与Unreal渲染扩展入口.md"	"已覆盖"	"Unity 光照"
"课程记录/图形工程/09-渲染排序、表面着色与噪声.md"	"3"	"一、 核心知识点与原理剖析"	"知识库/03_Shader编程/Shader语言与数据流.md；知识库/10_VFX与模拟/常用VFX材质、模拟与性能.md"	"已覆盖"	"Shader 实践"
"课程记录/图形工程/09-渲染排序、表面着色与噪声.md"	"55"	"二、 重点术语与概念解析"	"知识库/03_Shader编程/Shader语言与数据流.md；知识库/10_VFX与模拟/常用VFX材质、模拟与性能.md"	"已覆盖"	"Shader 实践"
"课程记录/图形工程/09-渲染排序、表面着色与噪声.md"	"76"	"三、 工程经验与避坑指南"	"知识库/03_Shader编程/Shader语言与数据流.md；知识库/10_VFX与模拟/常用VFX材质、模拟与性能.md"	"已覆盖"	"Shader 实践"
"课程记录/图形工程/10-自定义光照与NPR.md"	"3"	"一、 核心知识点与原理剖析"	"知识库/11_NPR与风格化渲染/NPR材质与分层光照.md；知识库/04_光照模型与PBR/经典光照、BRDF与微表面模型.md"	"已覆盖"	"NPR 光照"
"课程记录/图形工程/10-自定义光照与NPR.md"	"53"	"二、 重点术语与概念解析"	"知识库/11_NPR与风格化渲染/NPR材质与分层光照.md；知识库/04_光照模型与PBR/经典光照、BRDF与微表面模型.md"	"已覆盖"	"NPR 光照"
"课程记录/图形工程/10-自定义光照与NPR.md"	"61"	"三、 工程经验与避坑指南"	"知识库/11_NPR与风格化渲染/NPR材质与分层光照.md；知识库/04_光照模型与PBR/经典光照、BRDF与微表面模型.md"	"已覆盖"	"NPR 光照"
"课程记录/图形工程/11-后处理描边与水彩.md"	"3"	"一、 核心知识点与原理剖析"	"知识库/07_颜色与后处理/Tone Mapping、Bloom与屏幕效果.md；知识库/11_NPR与风格化渲染/描边、Billboard与场景风格化.md"	"已覆盖"	"后处理风格化"
"课程记录/图形工程/11-后处理描边与水彩.md"	"79"	"二、 重点术语与概念解析"	"知识库/07_颜色与后处理/Tone Mapping、Bloom与屏幕效果.md；知识库/11_NPR与风格化渲染/描边、Billboard与场景风格化.md"	"已覆盖"	"后处理风格化"
"课程记录/图形工程/11-后处理描边与水彩.md"	"90"	"三、 工程经验与避坑指南"	"知识库/07_颜色与后处理/Tone Mapping、Bloom与屏幕效果.md；知识库/11_NPR与风格化渲染/描边、Billboard与场景风格化.md"	"已覆盖"	"后处理风格化"
"课程记录/图形工程/12-大气散射.md"	"3"	"一、 核心知识点与原理剖析"	"知识库/10_VFX与模拟/大气散射、天空与体积云.md"	"已覆盖"	"大气散射"
"课程记录/图形工程/12-大气散射.md"	"54"	"二、 重点术语与概念解析"	"知识库/10_VFX与模拟/大气散射、天空与体积云.md"	"已覆盖"	"大气散射"
"课程记录/图形工程/12-大气散射.md"	"64"	"三、 工程经验与避坑指南"	"知识库/10_VFX与模拟/大气散射、天空与体积云.md"	"已覆盖"	"大气散射"
"课程记录/图形工程/13-体积云与大气散射.md"	"3"	"一、 核心知识点与原理剖析"	"知识库/10_VFX与模拟/大气散射、天空与体积云.md"	"已覆盖"	"体积云"
"课程记录/图形工程/13-体积云与大气散射.md"	"60"	"二、 重点术语与概念解析"	"知识库/10_VFX与模拟/大气散射、天空与体积云.md"	"已覆盖"	"体积云"
"课程记录/图形工程/13-体积云与大气散射.md"	"73"	"三、 工程经验与避坑指南"	"知识库/10_VFX与模拟/大气散射、天空与体积云.md"	"已覆盖"	"体积云"
"课程记录/图形工程/14-GPU粒子与ComputeShader.md"	"3"	"一、 核心知识点与原理剖析"	"知识库/10_VFX与模拟/粒子系统与GPU模拟.md；知识库/03_Shader编程/Compute Shader与GPU执行模型.md"	"已覆盖"	"GPU 粒子"
"课程记录/图形工程/14-GPU粒子与ComputeShader.md"	"138"	"二、 重点术语与概念解析"	"知识库/10_VFX与模拟/粒子系统与GPU模拟.md；知识库/03_Shader编程/Compute Shader与GPU执行模型.md"	"已覆盖"	"GPU 粒子"
"课程记录/图形工程/14-GPU粒子与ComputeShader.md"	"162"	"三、 工程经验与避坑指南"	"知识库/10_VFX与模拟/粒子系统与GPU模拟.md；知识库/03_Shader编程/Compute Shader与GPU执行模型.md"	"已覆盖"	"GPU 粒子"
"课程记录/图形工程/15-Houdini程序化建模.md"	"3"	"一、 核心知识点与原理剖析"	"知识库/08_几何与网格/网格数据、缓存与几何处理.md；知识库/15_资产与工具管线/DCC、数据格式与资产交换.md"	"已覆盖"	"程序化建模"
"课程记录/图形工程/15-Houdini程序化建模.md"	"93"	"二、 重点术语与概念解析"	"知识库/08_几何与网格/网格数据、缓存与几何处理.md；知识库/15_资产与工具管线/DCC、数据格式与资产交换.md"	"已覆盖"	"程序化建模"
"课程记录/图形工程/15-Houdini程序化建模.md"	"110"	"三、 工程经验与避坑指南"	"知识库/08_几何与网格/网格数据、缓存与几何处理.md；知识库/15_资产与工具管线/DCC、数据格式与资产交换.md"	"已覆盖"	"程序化建模"
"课程记录/图形工程/16-程序化纹理、UV与材质.md"	"3"	"一、 核心知识点与原理剖析"	"知识库/06_纹理技术/UV、图集、流送与虚拟纹理.md；知识库/15_资产与工具管线/DCC、数据格式与资产交换.md"	"已覆盖"	"纹理与材质制作"
"课程记录/图形工程/16-程序化纹理、UV与材质.md"	"55"	"二、 重点术语与概念解析"	"知识库/06_纹理技术/UV、图集、流送与虚拟纹理.md；知识库/15_资产与工具管线/DCC、数据格式与资产交换.md"	"已覆盖"	"纹理与材质制作"
"课程记录/图形工程/16-程序化纹理、UV与材质.md"	"70"	"三、 工程经验与避坑指南"	"知识库/06_纹理技术/UV、图集、流送与虚拟纹理.md；知识库/15_资产与工具管线/DCC、数据格式与资产交换.md"	"已覆盖"	"纹理与材质制作"
"课程记录/图形工程/17-Houdini高度场与Unity地形.md"	"3"	"一、核心知识点与原理剖析"	"知识库/08_几何与网格/LOD、地形与程序化资产.md；知识库/15_资产与工具管线/DCC、数据格式与资产交换.md"	"已覆盖"	"高度场地形"
"课程记录/图形工程/17-Houdini高度场与Unity地形.md"	"187"	"二、重点术语与概念解析"	"知识库/08_几何与网格/LOD、地形与程序化资产.md；知识库/15_资产与工具管线/DCC、数据格式与资产交换.md"	"已覆盖"	"高度场地形"
"课程记录/图形工程/17-Houdini高度场与Unity地形.md"	"203"	"三、工程经验与避坑指南"	"知识库/08_几何与网格/LOD、地形与程序化资产.md；知识库/15_资产与工具管线/DCC、数据格式与资产交换.md"	"已覆盖"	"高度场地形"
"课程记录/图形工程/18-程序化树、PDG与LOD.md"	"3"	"一、核心知识点与原理剖析"	"知识库/08_几何与网格/LOD、地形与程序化资产.md；知识库/15_资产与工具管线/DCC、数据格式与资产交换.md"	"已覆盖"	"程序化资产"
"课程记录/图形工程/18-程序化树、PDG与LOD.md"	"268"	"二、重点术语与概念解析"	"知识库/08_几何与网格/LOD、地形与程序化资产.md；知识库/15_资产与工具管线/DCC、数据格式与资产交换.md"	"已覆盖"	"程序化资产"
"课程记录/图形工程/18-程序化树、PDG与LOD.md"	"285"	"三、工程经验与避坑指南"	"知识库/08_几何与网格/LOD、地形与程序化资产.md；知识库/15_资产与工具管线/DCC、数据格式与资产交换.md"	"已覆盖"	"程序化资产"
